,name,duration,parsed,error,text
214,Cone of Flame,371.872261473,False,"No terminal matches ',' in the current parser context, at line 1 col 59

o any target, 2 damage to another target, and 3 damage to a third target.
                                        ^
Expected one of: 
	* A
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* UP
	* ONLY
	* NO
	* LOOKED
	* NAMEREFSYMBOL
	* THAT
	* ABILITYMODIFIER
	* DISCARDED
	* __ANON_14
	* FLIP
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* S
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* REMOVE
	* SUBTYPEPLANESWALKER
	* ABLE
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* EQUAL
	* ALL
	* LOOK
	* MILL
	* SUBTYPELAND
	* LEARN
	* CONTROL
	* FREQUENCY
	* ACTIVATE
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* CONVERT
	* UNTAP
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* SUBTYPECREATUREB
	* __ANON_20
	* CONTROLLED
	* BLOCKED
	* ADAPT
	* EXERT
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* ON
	* MANIFEST
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TYPE
	* HERSELF
	* TRANSFORM
	* PLAYED
	* ANY
	* TURNED
	* EACH
	* DOUBLE
	* FORAGE
	* ADDITIONAL
	* LESS
	* SAME
	* THIS
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* WITHOUT
	* CYCLE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
","~ deals 1 damage to any target, 2 damage to another target, and 3 damage to a third target."
215,Incinerate,225.86406050000005,False,"No terminal matches '.' in the current parser context, at line 1 col 98

his way can not be regenerated this turn.
                                        ^
Expected one of: 
	* WORD
	* DASH
",~ deals 3 damage to any target. A creature dealt damage this way can not be regenerated this turn.
216,Flamewave Invoker,318.0343257100001,True,,{7}{R}: ~ deals 5 damage to target player or planeswalker.
217,Guerrilla Tactics,248.8838800420001,False,"No terminal matches '~' in the current parser context, at line 2 col 68

opponent controls causes you to discard ~, ~ deals 4 damage to any target.
                                        ^
Expected one of: 
	* WORD
	* DASH
","~ deals 2 damage to any target.
When a spell or ability an opponent controls causes you to discard ~, ~ deals 4 damage to any target."
218,Raging Goblin,24.21197042000017,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Haste (This creature can attack and {T} as soo
      ^
Expected one of: 
	* WORD
	* DASH
",Haste (This creature can attack and {T} as soon as it comes under your control.)
219,Relentless Assault,23.92458498300016,False,"No terminal matches '.' in the current parser context, at line 1 col 44

ap all creatures that attacked this turn. After this main phase, there is an add
                                        ^
Expected one of: 
	* WORD
	* DASH
","Untap all creatures that attacked this turn. After this main phase, there is an additional combat phase followed by an additional main phase."
220,Rage Weaver,63.85280038200017,False,"No terminal matches 'T' in the current parser context, at line 1 col 6

{2}: Target black or green creature gains has
     ^
Expected one of: 
	* A
	* UNTIL
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* BE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* AS
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* WHENEVER
	* AT
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FOR
	* FLIP
	* __ANON_14
	* HAS
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* IS
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* BECOME
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* BEEN
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* WOULD
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* HAVE
	* LEARN
	* CONTROL
	* FREQUENCY
	* DO
	* ACTIVATE
	* HAD
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* MAY
	* DOES
	* LSQB
	* UNTAP
	* CONVERT
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* CAN
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* UNTAPSYMBOL
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* DASH
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* WHEN
	* CONTROLLED
	* BLOCKED
	* THEN
	* ADAPT
	* EXERT
	* WHILE
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* IF
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* AFTER
	* DOUBLE
	* FORAGE
	* LESS
	* EACH
	* SAME
	* THIS
	* ADDITIONAL
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* OTHERWISE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
",{2}: Target black or green creature gains haste until end of turn. (It can attack and {T} this turn.)
221,Rock Badger,22.011086524999882,False,"No terminal matches '(' in the current parser context, at line 1 col 14

Mountainwalk (This creature can not be blocked as lon
             ^
Expected one of: 
	* WORD
	* DASH
",Mountainwalk (This creature can not be blocked as long as defending player controls a Mountain.)
222,Lava Axe,257.95682615199985,True,,~ deals 5 damage to target player or planeswalker.
223,Scoria Wurm,23.874506786999973,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, flip a coin. If you lose the flip, ret
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your upkeep, flip a coin. If you lose the flip, return ~ to its owner's hand."
224,Seismic Assault,23.53407254700005,False,"No terminal matches ':' in the current parser context, at line 1 col 20

Discard a land card: ~ deals 2 damage to any target.
                   ^
Expected one of: 
	* WORD
	* DASH
",Discard a land card: ~ deals 2 damage to any target.
225,Shatterstorm,24.02810192700008,False,"No terminal matches '.' in the current parser context, at line 1 col 22

Destroy all artifacts. They can not be regenerated.
                     ^
Expected one of: 
	* WORD
	* DASH
",Destroy all artifacts. They can not be regenerated.
226,Shivan Dragon,23.938225185999954,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Flying (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
","Flying (This creature can not be blocked except by creatures with flying or reach.)
{R}: ~ gets +1/+0 until end of turn."
227,Shivan Hellkite,22.21985000099994,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Flying (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
","Flying (This creature can not be blocked except by creatures with flying or reach.)
{1}{R}: ~ deals 1 damage to any target."
228,Shunt,23.78804977499999,False,"No terminal matches '.' in the current parser context, at line 1 col 55

get of target spell with a single target.
                                        ^
Expected one of: 
	* WORD
	* DASH
",Change the target of target spell with a single target.
229,Pyroclasm,188.87332239700004,True,,~ deals 2 damage to each creature.
230,Siege-Gang Commander,22.146904065999934,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, create three 1/1 red Goblin cr
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, create three 1/1 red Goblin creature tokens.
{1}{R}, Sacrifice a Goblin: ~ deals 2 damage to any target."
231,Smash,24.195150869999907,False,"No terminal matches '.' in the current parser context, at line 1 col 24

Destroy target artifact.
                       ^
Expected one of: 
	* WORD
	* DASH
","Destroy target artifact.
Draw a card."
232,Soulblast,24.104871473999992,False,"No terminal matches ',' in the current parser context, at line 1 col 41

As an additional cost to cast this spell, sacrifice all creatures you control.
                                        ^
Expected one of: 
	* WORD
	* DASH
","As an additional cost to cast this spell, sacrifice all creatures you control.
~ deals damage to any target equal to the total power of the sacrificed creatures."
233,Spark Elemental,22.0717808280001,False,"No terminal matches ',' in the current parser context, at line 1 col 8

Trample, haste (This creature can deal excess c
       ^
Expected one of: 
	* WORD
	* DASH
","Trample, haste (This creature can deal excess combat damage to the player or planeswalker it is attacking. This creature can attack and {T} as soon as it comes under your control.)
At the beginning of the end step, sacrifice ~."
234,Prodigal Pyromancer,248.23327533700012,True,,{T}: ~ deals 1 damage to any target.
235,"Squee, Goblin Nabob",24.142846356000064,False,"No terminal matches ',' in the current parser context, at line 1 col 32

At the beginning of your upkeep, you may return ~f from your graveyard 
                               ^
Expected one of: 
	* WORD
	* DASH
","At the beginning of your upkeep, you may return ~f from your graveyard to your hand."
236,Stun,24.166994716999852,False,"No terminal matches '.' in the current parser context, at line 1 col 40

Target creature can not block this turn.
                                       ^
Expected one of: 
	* WORD
	* DASH
","Target creature can not block this turn.
Draw a card."
237,Threaten,23.94183606699994,False,"No terminal matches '.' in the current parser context, at line 1 col 63

and gain control of it until end of turn. That creature gains haste until end of
                                        ^
Expected one of: 
	* WORD
	* DASH
",Untap target creature and gain control of it until end of turn. That creature gains haste until end of turn. (It can attack and {T} this turn.)
238,Thundering Giant,22.04503277599997,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Haste (This creature can attack and {T} as soo
      ^
Expected one of: 
	* WORD
	* DASH
",Haste (This creature can attack and {T} as soon as it comes under your control.)
239,Uncontrollable Anger,23.97322405099999,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Flash (You may cast this spell any time you co
      ^
Expected one of: 
	* WORD
	* DASH
","Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +2/+2 and attacks each combat if able."
240,Viashino Runner,22.11542621600006,False,"No terminal matches '(' in the current parser context, at line 1 col 8

Menace (This creature can not be blocked except
       ^
Expected one of: 
	* WORD
	* DASH
",Menace (This creature can not be blocked except by two or more creatures.)
241,Viashino Sandscout,23.737124226000105,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Haste (This creature can attack and {T} as soo
      ^
Expected one of: 
	* WORD
	* DASH
","Haste (This creature can attack and {T} as soon as it comes under your control.)
At the beginning of the end step, return ~ to its owner's hand. (Return it only if it is on the battlefield.)"
242,Wall of Fire,24.217230292000067,False,"No terminal matches '(' in the current parser context, at line 1 col 10

Defender (This creature can not attack.)
         ^
Expected one of: 
	* WORD
	* DASH
","Defender (This creature can not attack.)
{R}: ~ gets +1/+0 until end of turn."
243,Warp World,24.132729006999853,False,"No terminal matches ',' in the current parser context, at line 1 col 64

l permanents they own into their library, then reveals that many cards from the 
                                        ^
Expected one of: 
	* WORD
	* DASH
","Each player shuffles all permanents they own into their library, then reveals that many cards from the top of their library. Each player puts all artifact, creature, and land cards revealed this way onto the battlefield, then does the same for enchantment cards, then puts all cards revealed this way that weren't put onto the battlefield on the bottom of their library."
244,Abundance,23.91058047499996,False,"No terminal matches ',' in the current parser context, at line 1 col 25

If you would draw a card, you may instead choose land or nonland
                        ^
Expected one of: 
	* WORD
	* DASH
","If you would draw a card, you may instead choose land or nonland and reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and put all other cards revealed this way on the bottom of your library in any order."
245,Aggressive Urge,24.16390108099995,False,"No terminal matches '+' in the current parser context, at line 1 col 22

Target creature gets +1/+1 until end of turn.
                     ^
Expected one of: 
	* WORD
	* DASH
","Target creature gets +1/+1 until end of turn.
Draw a card."
246,Avatar of Might,24.074509299000056,False,"No terminal matches ',' in the current parser context, at line 1 col 62

ls at least four more creatures than you, this spell costs {6} less to cast.
                                        ^
Expected one of: 
	* WORD
	* DASH
","If an opponent controls at least four more creatures than you, this spell costs {6} less to cast.
Trample (This creature can deal excess combat damage to the player or planeswalker it is attacking.)"
247,Birds of Paradise,22.07682944399994,False,"No terminal matches '{' in the current parser context, at line 2 col 1

{T}: Add one mana of any color.
^
Expected one of: 
	* WORD
	* DASH
","Flying
{T}: Add one mana of any color."
248,Blanchwood Armor,24.224543879000066,False,"No terminal matches '+' in the current parser context, at line 2 col 25

Enchanted creature gets +1/+1 for each Forest you control.
                        ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
Enchanted creature gets +1/+1 for each Forest you control."
249,Craw Wurm,2.9150000955269206e-06,False,'text',
250,Canopy Spider,22.33891249899989,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Reach (This creature can block creatures with 
      ^
Expected one of: 
	* WORD
	* DASH
",Reach (This creature can block creatures with flying.)
251,Civic Wayfinder,24.00829471199995,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, you may search your library fo
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle."
252,Commune with Nature,24.140493144000175,False,"No terminal matches '.' in the current parser context, at line 1 col 43

ok at the top five cards of your library. You may reveal a creature card from am
                                        ^
Expected one of: 
	* WORD
	* DASH
",Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
253,Creeping Mold,23.875008369999932,False,"No terminal matches ',' in the current parser context, at line 1 col 24

Destroy target artifact, enchantment, or land.
                       ^
Expected one of: 
	* WORD
	* DASH
","Destroy target artifact, enchantment, or land."
254,Elvish Berserker,22.04412347199991,False,"No terminal matches '~' in the current parser context, at line 1 col 10

Whenever ~ becomes blocked, it gets +1/+1 until e
         ^
Expected one of: 
	* WORD
	* DASH
","Whenever ~ becomes blocked, it gets +1/+1 until end of turn for each creature blocking it."
255,Enormous Baloth,4.228000079820049e-06,False,'text',
256,Elvish Champion,23.71705808899992,False,"No terminal matches '+' in the current parser context, at line 1 col 25

Other Elf creatures get +1/+1 and have forestwalk. (They can not
                        ^
Expected one of: 
	* WORD
	* DASH
",Other Elf creatures get +1/+1 and have forestwalk. (They can not be blocked as long as defending player controls a Forest.)
257,Orcish Artillery,402.09751517300015,True,,{T}: ~ deals 2 damage to any target and 3 damage to you.
258,Gaea's Herald,23.939938140000095,False,"No terminal matches '.' in the current parser context, at line 1 col 37

Creature spells can not be countered.
                                    ^
Expected one of: 
	* WORD
	* DASH
",Creature spells can not be countered.
259,Giant Growth,24.11317857300014,False,"No terminal matches '+' in the current parser context, at line 1 col 22

Target creature gets +3/+3 until end of turn.
                     ^
Expected one of: 
	* WORD
	* DASH
",Target creature gets +3/+3 until end of turn.
260,Grizzly Bears,3.687000116769923e-06,False,'text',
261,Shock,223.39404191500012,True,,~ deals 2 damage to any target.
262,Giant Spider,21.9923713149999,False,"No terminal matches '(' in the current parser context, at line 1 col 7

Reach (This creature can block creatures with 
      ^
Expected one of: 
	* WORD
	* DASH
",Reach (This creature can block creatures with flying.)
263,Spitting Earth,201.496324146,False,"No terminal matches '.' in the current parser context, at line 1 col 79

l to the number of Mountains you control.
                                        ^
Expected one of: 
	* WORD
	* DASH
",~ deals damage to target creature equal to the number of Mountains you control.
264,Hunted Wumpus,22.10781867600008,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, each other player may put a cr
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, each other player may put a creature card from their hand onto the battlefield."
265,Elvish Piper,82.46569877799993,False,"No terminal matches 'Y' in the current parser context, at line 1 col 11

{G}, {T}: You may put a creature card from your ha
          ^
Expected one of: 
	* A
	* UNTIL
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* BE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* AS
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* WHENEVER
	* AT
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FOR
	* FLIP
	* __ANON_14
	* HAS
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* ITSELF
	* DISCARD
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* IS
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* BECOME
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* BEEN
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* WOULD
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* HAVE
	* LEARN
	* CONTROL
	* FREQUENCY
	* DO
	* ACTIVATE
	* HAD
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* MAY
	* DOES
	* LSQB
	* UNTAP
	* CONVERT
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* CAN
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* UNTAPSYMBOL
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* DASH
	* SUBTYPECREATUREB
	* __ANON_20
	* TAPSYMBOL
	* WHEN
	* CONTROLLED
	* BLOCKED
	* THEN
	* ADAPT
	* EXERT
	* WHILE
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* IF
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* AFTER
	* DOUBLE
	* FORAGE
	* LESS
	* EACH
	* SAME
	* THIS
	* ADDITIONAL
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* OTHERWISE
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
","{G}, {T}: You may put a creature card from your hand onto the battlefield."
266,Joiner Adept,23.92859618300008,False,"No terminal matches '""' in the current parser context, at line 1 col 24

Lands you control have ""{T}: Add one mana of any color."".
                       ^
Expected one of: 
	* WORD
	* DASH
","Lands you control have ""{T}: Add one mana of any color.""."
267,Kavu Climber,24.039994005999915,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, draw a card.
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, draw a card."
268,Llanowar Sentinel,24.05360844100005,False,"No terminal matches '~' in the current parser context, at line 1 col 6

When ~ enters, you may pay {1}{G}. If you do,
     ^
Expected one of: 
	* WORD
	* DASH
","When ~ enters, you may pay {1}{G}. If you do, search your library for a card named ~, put that card onto the battlefield, then shuffle."
269,Elven Riders,135.36821415999998,False,"No terminal matches '/' in the current parser context, at line 1 col 41

~ can not be blocked except by Walls and/or creatures with flying.
                                        ^
Expected one of: 
	* WORD
	* DASH
",~ can not be blocked except by Walls and/or creatures with flying.
270,Hurricane,58.506943413000045,False,"No terminal matches 'X' in the current parser context, at line 1 col 9

~ deals X damage to each creature with flying an
        ^
Expected one of: 
	* A
	* CREATE
	* LOSE
	* CLASH
	* SACRIFICED
	* __ANON_19
	* SURVEIL
	* DISCOVER
	* TAKE
	* OBJECTCHARACTERISTIC
	* SKIP
	* SUSPECT
	* SEARCH
	* EXILE
	* RETURN
	* PUT
	* DREW
	* DETAIN
	* PROLIFERATE
	* SHUFFLED
	* INCUBATE
	* SUBTYPEENCHANTMENT
	* FIGHT
	* __ANON_21
	* EFFECTSTATUSMODIFIER
	* NUMBER
	* UP
	* ONLY
	* NO
	* LOOKED
	* THAT
	* NAMEREFSYMBOL
	* DISCARDED
	* ABILITYMODIFIER
	* FLIP
	* __ANON_14
	* GOAD
	* AMASS
	* GAINED
	* MELD
	* DISCARD
	* ITSELF
	* CLOAK
	* SUBTYPESPELL
	* UNATTACH
	* AN
	* X
	* SEARCHED
	* SWITCH
	* WHO
	* INTO
	* MORE
	* ASSIGN
	* BLOCK
	* ORDINAL
	* ADD
	* LEVEL
	* REMAIN
	* __ANON_17
	* SUPPORT
	* COMBATSTATUSMODIFIER
	* SACRIFICE
	* PLAYERCHARACTERISTIC
	* WITH
	* YOUR
	* __ANON_15
	* ATTACH
	* REVEALED
	* REMOVE
	* ABLE
	* SUBTYPEPLANESWALKER
	* TAPPEDSTATUSMODIFIER
	* THEIR
	* DEAL
	* SHUFFLE
	* PLAYERTERM
	* EQUAL
	* LOOK
	* MILL
	* ALL
	* SUBTYPELAND
	* LEARN
	* CONTROL
	* FREQUENCY
	* ACTIVATE
	* KEYWORDSTATUSMODIFIER
	* NON
	* ATTACK
	* CONVERT
	* UNTAP
	* POPULATE
	* EXPLORES
	* DRAW
	* COLORTERM
	* SUBTYPEARTIFACT
	* SPEND
	* UNDER
	* SUPERTYPE
	* ATTACKED
	* FATESEAL
	* THESE
	* GAIN
	* MONSTROSITY
	* CHOOSE
	* ATTACHED
	* INVESTIGATE
	* TIMES
	* GREATER
	* TARGET
	* TURN
	* PREVENT
	* FROM
	* DIE
	* STAR
	* SUBTYPECREATUREB
	* __ANON_20
	* CONTROLLED
	* BLOCKED
	* ADAPT
	* EXERT
	* THEM
	* ABANDON
	* BOLSTER
	* CONNIVE
	* GET
	* OTHER
	* SCRY
	* PLAY
	* CAST
	* CHOSE
	* ITS
	* SUBTYPECREATUREA
	* IN
	* DAMAGETYPE
	* TAP
	* __ANON_18
	* MANIFEST
	* ON
	* EXCHANGE
	* ONTO
	* SUBTYPEPLANAR
	* LBRACE
	* CYCLED
	* REGENERATE
	* TRANSFORM
	* HERSELF
	* TYPE
	* PLAYED
	* ANY
	* TURNED
	* DOUBLE
	* FORAGE
	* EACH
	* LESS
	* SAME
	* ADDITIONAL
	* THIS
	* CARDINAL
	* THE
	* PAY
	* HIMSELF
	* THOSE
	* QUALIFIER
	* IT
	* CYCLE
	* WITHOUT
	* COUNTER
	* REVEAL
	* ZONE
	* UNATTACHED
	* DESTROY
	* WIN
",~ deals X damage to each creature with flying and each player.
271,Lure,23.94194731399989,False,"No terminal matches '.' in the current parser context, at line 2 col 53

s able to block enchanted creature do so.
                                        ^
Expected one of: 
	* WORD
	* DASH
","Enchant creature
All creatures able to block enchanted creature do so."
